order_id,user_id,age_group,city,province,region,product_id,product_name,category,brand,supplier,price,cost,quantity,discount,coupon_amount,payment_method,sales_channel,traffic_source,campaign_name,device_type,store_id,store_type,order_date,order_hour,is_returned,return_reason,delivery_days,customer_rating,user_gender,user_age,user_level,ab_group,shipping_fee,marketing_cost,sales_amount,refund_amount,net_sales_amount,product_cost,gross_profit,reverse_logistics_cost,net_profit,gross_margin,net_margin,is_weekend,month
AI00000019,U01304,31-40,武汉,湖北,华中,P007,办公椅,电脑办公,WorkLife,杭州森木家具,1208.76,564.19,2,0.99,0.0,校园卡,手机APP,自然搜索,日常,PC,S016,仓储店,2026-02-26,20,0,未退货,7,4.0,女,39,银卡会员,A,8.0,34.52,2393.34,0.0,2393.34,1128.38,1264.96,0.0,1222.44,0.5285333467037696,0.5107673794780516,0,2026-02
AI00000020,U00823,18-22,南京,江苏,华东,P024,文件夹,图书文具,OfficeKit,大连办公用品,9.08,4.96,4,0.79,11.48,微信支付,网页商城,信息流广告,618大促,PC,S036,社区店,2026-06-13,21,0,未退货,3,5.0,男,18,普通会员,B,12.0,27.14,17.21,0.0,17.21,19.84,-2.63,0.0,-41.77,-0.15281812899477046,-2.4270772806507845,1,2026-06
AI00000021,U01122,41-50,沈阳,辽宁,东北,P007,办公椅,电脑办公,WorkLife,杭州森木家具,841.47,428.85,2,0.82,0.0,银行卡,直播间,直播推荐,618大促,Android,S016,社区店,2026-06-19,14,1,尺码不合适,6,2.0,女,50,银卡会员,A,10.0,87.88,1380.01,1380.01,0.0,857.7,-857.7,8.0,-963.58,,,0,2026-06
AI00000022,U00310,31-40,天津,天津,华北,P020,能量饮料,食品饮料,PowerUp,广州饮品公司,11.31,6.99,4,0.81,5.0,支付宝,直播间,短视频,618大促,Android,S040,社区店,2026-06-01,19,0,未退货,6,5.0,男,31,普通会员,A,6.0,55.34,31.64,0.0,31.64,27.96,3.68,0.0,-57.66,0.11630847029077118,-1.8223767383059417,0,2026-06
AI00000023,U01711,23-30,广州,广东,华南,P011,台灯,生活用品,LightHome,宁波明照电器,56.47,36.36,1,0.99,0.0,银行卡,网页商城,老客复购,日常,iOS,S013,商场店,2025-03-27,19,0,未退货,2,5.0,男,28,新客,B,6.0,24.92,55.91,0.0,55.91,36.36,19.55,0.0,-11.37,0.3496691110713647,-0.20336254695045608,0,2025-03
AI00000024,U01484,31-40,成都,四川,西南,P020,能量饮料,食品饮料,PowerUp,广州饮品公司,10.59,7.31,6,0.96,5.0,微信支付,网页商城,信息流广告,日常,iOS,S003,校园店,2026-05-23,22,0,未退货,2,5.0,男,34,学生会员,A,0.0,34.57,56.0,0.0,56.0,43.86,12.14,0.0,-22.43,0.2167857142857143,-0.4005357142857143,1,2026-05
AI00000025,U01174,41-50,大连,辽宁,东北,P028,护手霜,美妆个护,SoftHand,杭州美护用品,49.97,24.59,2,1.0,0.0,银行卡,手机APP,老客复购,日常,PC,S009,旗舰店,2026-04-28,8,0,未退货,2,4.0,男,42,银卡会员,A,6.0,27.72,99.94,0.0,99.94,49.18,50.76,0.0,17.04,0.5079047428457074,0.1705023013808285,0,2026-04
AI00000026,U00114,23-30,大连,辽宁,东北,P021,教材,图书文具,学知书局,北京图书批发,65.05,44.09,2,1.0,0.0,校园卡,直播间,直播推荐,日常,PC,S018,商场店,2026-05-18,20,0,未退货,4,5.0,男,26,普通会员,A,6.0,51.12,130.1,0.0,130.1,88.18,41.92,0.0,-15.2,0.32221368178324367,-0.11683320522674866,0,2026-05
AI00000027,U00493,23-30,北京,北京,华北,P020,能量饮料,食品饮料,PowerUp,广州饮品公司,14.55,9.7,1,0.92,0.0,微信支付,网页商城,自然搜索,日常,iOS,S027,校园店,2025-04-08,13,0,未退货,3,5.0,女,28,普通会员,B,0.0,26.74,13.39,0.0,13.39,9.7,3.69,0.0,-23.05,0.2755787901418969,-1.7214339058999253,0,2025-04
AI00000028,U00011,41-50,天津,天津,华北,P022,笔记本,图书文具,NotePlus,义乌文具厂,12.79,8.59,1,1.0,0.0,信用卡,手机APP,老客复购,日常,PC,S005,社区店,2025-03-16,20,0,未退货,2,4.0,女,43,银卡会员,B,12.0,26.78,12.79,0.0,12.79,8.59,4.2,0.0,-34.58,0.32838154808444103,-2.703674745895231,1,2025-03
AI00000029,U00078,41-50,大连,辽宁,东北,P006,显示器,电脑办公,ViewStar,青岛海新显示,843.61,537.66,2,0.84,20.0,支付宝,网页商城,自然搜索,618大促,PC,S033,校园店,2026-06-07,17,0,未退货,1,5.0,女,43,普通会员,A,10.0,16.49,1397.26,0.0,1397.26,1075.32,321.94,0.0,295.45,0.23040808439374202,0.2114495512646179,1,2026-06
AI00000030,U00940,23-30,沈阳,辽宁,东北,P010,双肩包,生活用品,CampusBag,广州行者箱包,93.77,47.35,1,0.97,5.0,银行卡,手机APP,自然搜索,日常,PC,S027,仓储店,2025-04-22,14,0,未退货,3,5.0,男,24,学生会员,A,12.0,28.32,85.96,0.0,85.96,47.35,38.61,0.0,-1.71,0.44916240111679856,-0.019892973476035365,0,2025-04
AI00000031,U01089,23-30,广州,广东,华南,P015,瑜伽垫,服饰运动,FitLife,杭州健身用品,67.44,45.58,1,1.0,20.0,支付宝,手机APP,自然搜索,日常,PC,S037,旗舰店,2025-07-17,17,1,商品与描述不符,1,3.0,女,30,学生会员,B,10.0,36.6,47.44,47.44,0.0,45.58,-45.58,8.0,-100.18,,,0,2025-07
AI00000032,U01702,23-30,北京,北京,华北,P002,机械键盘,数码配件,KeyPro,沈阳北方电子,164.09,98.11,1,0.91,0.0,微信支付,网页商城,老客复购,日常,PC,S032,商场店,2025-09-11,15,0,未退货,2,5.0,男,28,学生会员,A,10.0,20.98,149.32,0.0,149.32,98.11,51.21,0.0,20.23,0.3429547281007233,0.13548084650415215,0,2025-09
AI00000033,U00269,31-40,天津,天津,华北,P009,保温杯,生活用品,WarmCup,大连优品贸易,33.45,21.32,2,0.89,23.82,银行卡,手机APP,信息流广告,日常,Android,S031,商场店,2025-03-22,20,0,未退货,8,5.0,男,33,学生会员,B,10.0,24.91,35.72,0.0,35.72,42.64,-6.92,0.0,-41.83,-0.1937290033594625,-1.1710526315789473,1,2025-03
AI00000034,U00334,31-40,大连,辽宁,东北,P019,坚果礼盒,食品饮料,NutPlus,杭州食品贸易,139.75,68.12,2,0.96,0.0,银行卡,手机APP,自然搜索,日常,Android,S008,商场店,2025-01-14,19,0,未退货,4,4.0,男,32,新客,A,10.0,30.78,268.32,0.0,268.32,136.24,132.08,0.0,91.3,0.4922480620155039,0.3402653548002385,0,2025-01
AI00000035,U00498,31-40,广州,广东,华南,P011,台灯,生活用品,LightHome,宁波明照电器,106.42,50.45,2,0.93,0.0,银行卡,网页商城,老客复购,日常,iOS,S013,商场店,2026-06-27,13,0,未退货,3,4.0,男,38,普通会员,A,6.0,18.31,197.94,0.0,197.94,100.9,97.04,0.0,72.73,0.4902495705769426,0.3674345761341821,1,2026-06
AI00000036,U00109,31-40,大连,辽宁,东北,P009,保温杯,生活用品,WarmCup,大连优品贸易,34.18,17.35,4,1.0,30.0,校园卡,手机APP,短视频,日常,PC,S038,社区店,2026-05-22,8,0,未退货,1,5.0,男,36,学生会员,B,6.0,43.06,106.72,0.0,106.72,69.4,37.32,0.0,-11.74,0.3497001499250375,-0.11000749625187406,0,2026-05
AI00000037,U00059,51-65,沈阳,辽宁,东北,P024,文件夹,图书文具,OfficeKit,大连办公用品,9.59,5.5,3,0.78,0.0,银行卡,手机APP,校园社群,618大促,iOS,S010,仓储店,2026-06-05,20,1,商品与描述不符,1,2.0,男,60,银卡会员,B,8.0,33.24,22.44,22.44,0.0,16.5,-16.5,8.0,-65.74,,,0,2026-06
AI00000038,U00509,18-22,成都,四川,西南,P002,机械键盘,数码配件,KeyPro,沈阳北方电子,197.38,107.9,5,0.82,20.0,支付宝,第三方平台,自然搜索,618大促,iOS,S019,社区店,2025-06-11,19,0,未退货,2,5.0,女,20,普通会员,B,10.0,53.22,789.26,0.0,789.26,539.5,249.76,0.0,186.54,0.31644831867825557,0.2363479715176241,0,2025-06
AI00000039,U00147,31-40,成都,四川,西南,P002,机械键盘,数码配件,KeyPro,沈阳北方电子,165.33,112.18,3,0.97,0.0,支付宝,第三方平台,自然搜索,日常,iOS,S019,社区店,2025-05-22,21,0,未退货,1,5.0,男,39,学生会员,B,0.0,31.06,481.11,0.0,481.11,336.54,144.57,0.0,113.51,0.3004926108374384,0.23593357028538173,0,2025-05
AI00000040,U00909,31-40,大连,辽宁,东北,P016,篮球,服饰运动,CourtStar,青岛体育用品,90.13,39.08,3,1.0,10.0,银行卡,手机APP,老客复购,日常,Android,S014,仓储店,2025-08-22,15,0,未退货,2,4.0,男,37,普通会员,B,8.0,34.57,260.39,0.0,260.39,117.24,143.15,0.0,100.58,0.5497522946349707,0.3862667537155805,0,2025-08
AI00000041,U00441,23-30,成都,四川,西南,P002,机械键盘,数码配件,KeyPro,沈阳北方电子,178.67,80.83,1,0.91,30.0,支付宝,第三方平台,自然搜索,日常,iOS,S019,社区店,2025-09-09,20,0,未退货,1,4.0,女,28,普通会员,B,12.0,48.74,132.59,0.0,132.59,80.83,51.76,0.0,-8.98,0.3903763481408854,-0.06772758126555548,0,2025-09
AI00000042,U01317,31-40,北京,北京,华北,P017,牛奶,食品饮料,北纬牧场,辽宁乳业,96.31,50.19,2,0.88,0.0,支付宝,线下门店,线下到店,日常,门店收银,S002,仓储店,2025-01-04,19,0,未退货,0,4.0,男,39,金卡会员,B,0.0,17.33,169.51,0.0,169.51,100.38,69.13,0.0,51.8,0.4078225473423397,0.3055866910506755,1,2025-01
AI00000043,U00981,51-65,上海,上海,华东,P009,保温杯,生活用品,WarmCup,大连优品贸易,45.94,21.91,3,1.0,0.0,校园卡,手机APP,自然搜索,日常,Android,S013,旗舰店,2026-03-21,17,0,未退货,1,5.0,男,52,普通会员,B,6.0,20.37,137.82,0.0,137.82,65.73,72.09,0.0,45.72,0.523073574227253,0.3317370483239008,1,2026-03
AI00000044,U00250,31-40,天津,天津,华北,P020,能量饮料,食品饮料,PowerUp,广州饮品公司,16.79,9.13,2,0.96,0.0,支付宝,直播间,短视频,日常,Android,S040,社区店,2026-06-28,17,0,未退货,5,4.0,男,34,银卡会员,A,12.0,89.39,32.24,0.0,32.24,18.26,13.98,0.0,-87.41,0.4336228287841191,-2.7112282878411906,1,2026-06
AI00000045,U01316,31-40,杭州,浙江,华东,P001,无线鼠标,数码配件,LogiMax,大连智采供应链,60.64,38.26,2,1.0,0.0,微信支付,第三方平台,自然搜索,日常,PC,S034,校园店,2025-10-27,12,0,未退货,4,5.0,男,32,银卡会员,A,8.0,40.54,121.28,0.0,121.28,76.52,44.76,0.0,-3.78,0.3690633245382586,-0.03116754617414248,0,2025-10
AI00000046,U01243,18-22,北京,北京,华北,P017,牛奶,食品饮料,北纬牧场,辽宁乳业,56.7,40.15,1,1.0,10.0,支付宝,线下门店,线下到店,日常,门店收银,S002,仓储店,2025-07-29,8,0,未退货,0,5.0,女,18,金卡会员,B,0.0,19.1,46.7,0.0,46.7,40.15,6.55,0.0,-12.55,0.14025695931477514,-0.26873661670235544,0,2025-07
AI00000047,U00360,51-65,成都,四川,西南,P009,保温杯,生活用品,WarmCup,大连优品贸易,41.16,20.03,1,1.0,0.0,支付宝,网页商城,老客复购,日常,Android,S029,校园店,2025-08-01,21,0,未退货,2,5.0,女,55,学生会员,A,10.0,27.24,41.16,0.0,41.16,20.03,21.13,0.0,-16.11,0.5133624878522838,-0.391399416909621,0,2025-08
AI00000048,U00219,31-40,成都,四川,西南,P020,能量饮料,食品饮料,PowerUp,广州饮品公司,16.74,8.44,2,0.94,0.0,微信支付,网页商城,信息流广告,日常,iOS,S003,校园店,2025-03-03,17,0,未退货,4,4.0,女,33,银卡会员,B,12.0,32.12,31.47,0.0,31.47,16.88,14.59,0.0,-29.53,0.4636161423578011,-0.938353987925008,0,2025-03
AI00000049,U00939,31-40,南京,江苏,华东,P013,运动鞋,服饰运动,RunFast,福建运动工厂,365.21,235.65,2,0.79,10.0,信用卡,直播间,直播推荐,618大促,PC,S014,商场店,2025-06-07,14,1,商品与描述不符,6,2.0,女,35,普通会员,B,6.0,62.74,567.03,567.03,0.0,471.3,-471.3,8.0,-548.04,,,1,2025-06
AI00000050,U00066,31-40,大连,辽宁,东北,P013,运动鞋,服饰运动,RunFast,福建运动工厂,427.85,216.57,1,0.86,0.0,信用卡,手机APP,老客复购,日常,Android,S021,商场店,2025-10-10,20,0,未退货,5,3.0,男,35,银卡会员,A,6.0,23.74,367.95,0.0,367.95,216.57,151.38,0.0,121.64,0.4114145943742356,0.3305883951623862,0,2025-10
AI00000051,U00119,51-65,大连,辽宁,东北,P028,护手霜,美妆个护,SoftHand,杭州美护用品,22.74,14.26,1,0.91,8.28,微信支付,手机APP,信息流广告,日常,PC,S013,旗舰店,2025-08-26,22,0,未退货,3,5.0,男,54,新客,B,8.0,32.73,12.41,0.0,12.41,14.26,-1.85,0.0,-42.58,-0.14907332796132153,-3.4311039484286865,0,2025-08
AI00000052,U00001,23-30,广州,广东,华南,P021,教材,图书文具,学知书局,北京图书批发,55.38,32.86,3,0.8,30.0,微信支付,手机APP,信息流广告,双十一,Android,S035,旗舰店,2025-11-03,15,0,未退货,5,3.0,女,26,学生会员,B,8.0,31.07,102.91,0.0,102.91,98.58,4.33,0.0,-34.74,0.04207560003886892,-0.33757652317559034,0,2025-11
AI00000053,U01196,23-30,大连,辽宁,东北,P006,显示器,电脑办公,ViewStar,青岛海新显示,1641.98,1099.09,2,0.92,0.0,支付宝,网页商城,自然搜索,日常,PC,S033,校园店,2026-05-04,19,0,未退货,4,4.0,女,25,银卡会员,A,10.0,27.34,3021.24,0.0,3021.24,2198.18,823.06,0.0,785.72,0.27242456739616844,0.2600654036091142,0,2026-05
AI00000054,U00898,31-40,广州,广东,华南,P011,台灯,生活用品,LightHome,宁波明照电器,90.69,39.84,3,0.9,0.0,银行卡,网页商城,老客复购,日常,iOS,S013,商场店,2025-05-25,13,0,未退货,3,4.0,女,37,银卡会员,A,12.0,17.91,244.86,0.0,244.86,119.52,125.34,0.0,95.43,0.5118843420730214,0.38973290860083315,1,2025-05
AI00000055,U00992,31-40,沈阳,辽宁,东北,P009,保温杯,生活用品,WarmCup,大连优品贸易,34.66,24.41,2,0.96,5.0,校园卡,网页商城,信息流广告,日常,PC,S025,校园店,2025-01-18,8,0,未退货,3,5.0,男,31,银卡会员,A,10.0,27.5,61.55,0.0,61.55,48.82,12.73,0.0,-24.77,0.20682372055239645,-0.4024370430544273,1,2025-01
AI00000056,U01180,31-40,沈阳,辽宁,东北,P027,电动牙刷,美妆个护,SmileTech,深圳个护科技,263.32,184.32,3,1.0,0.0,校园卡,线下门店,线下到店,日常,门店收银,S034,商场店,2025-01-25,17,0,未退货,0,5.0,女,32,银卡会员,A,0.0,10.26,789.96,0.0,789.96,552.96,237.0,0.0,226.74,0.30001519064256416,0.2870271912501899,1,2025-01
AI00000057,U00479,23-30,天津,天津,华北,P014,运动外套,服饰运动,MovePro,上海服饰集团,275.65,120.26,2,0.96,0.0,信用卡,网页商城,自然搜索,日常,PC,S022,仓储店,2025-03-28,13,0,未退货,3,4.0,女,27,普通会员,B,10.0,17.06,529.25,0.0,529.25,240.52,288.73,0.0,261.67,0.5455455833726972,0.494416627302787,0,2025-03
AI00000058,U00688,31-40,青岛,山东,华东,P002,机械键盘,数码配件,KeyPro,沈阳北方电子,235.15,134.0,4,0.74,0.0,银行卡,手机APP,短视频,双十一,Android,S012,商场店,2025-11-10,18,0,未退货,2,4.0,男,39,普通会员,A,10.0,40.18,696.04,0.0,696.04,536.0,160.04,0.0,109.86,0.22992931440721798,0.1578357565657146,0,2025-11
AI00000059,U00066,31-40,沈阳,辽宁,东北,P007,办公椅,电脑办公,WorkLife,杭州森木家具,780.45,423.32,2,1.0,0.0,银行卡,直播间,直播推荐,日常,Android,S016,社区店,2026-04-08,16,0,未退货,2,5.0,男,35,银卡会员,A,8.0,74.19,1560.9,0.0,1560.9,846.64,714.26,0.0,632.07,0.45759497725671083,0.40493945800499714,0,2026-04
AI00000060,U00048,31-40,北京,北京,华北,P011,台灯,生活用品,LightHome,宁波明照电器,72.27,36.22,4,0.92,0.0,银行卡,网页商城,老客复购,日常,iOS,S035,仓储店,2026-05-29,12,0,未退货,3,4.0,男,34,普通会员,A,10.0,20.25,265.95,0.0,265.95,144.88,121.07,0.0,90.82,0.45523594660650496,0.3414927617973303,0,2026-05
AI00000061,U00906,31-40,大连,辽宁,东北,P019,坚果礼盒,食品饮料,NutPlus,杭州食品贸易,176.54,124.25,2,1.0,0.0,银行卡,手机APP,自然搜索,日常,Android,S008,商场店,2025-12-18,20,0,未退货,2,5.0,女,32,银卡会员,A,8.0,32.66,353.08,0.0,353.08,248.5,104.58,0.0,63.92,0.29619349722442506,0.18103545938597487,0,2025-12
AI00000062,U00500,31-40,广州,广东,华南,P011,台灯,生活用品,LightHome,宁波明照电器,86.07,41.22,2,0.95,0.0,银行卡,网页商城,老客复购,日常,iOS,S013,商场店,2025-08-08,21,0,未退货,5,5.0,男,38,普通会员,A,10.0,16.28,163.53,0.0,163.53,82.44,81.09,0.0,54.81,0.49587231700605394,0.3351678591084205,0,2025-08
AI00000063,U00681,51-65,天津,天津,华北,P016,篮球,服饰运动,CourtStar,青岛体育用品,111.83,56.34,2,0.97,0.0,信用卡,手机APP,老客复购,日常,Android,S017,旗舰店,2025-04-10,16,0,未退货,3,4.0,女,54,普通会员,B,10.0,30.98,216.95,0.0,216.95,112.68,104.27,0.0,63.29,0.4806176538372897,0.2917262041945149,0,2025-04
AI00000064,U01140,31-40,成都,四川,西南,P014,运动外套,服饰运动,MovePro,上海服饰集团,376.61,162.81,2,1.0,10.0,银行卡,手机APP,老客复购,日常,Android,S008,校园店,2025-08-07,21,0,未退货,4,4.0,女,40,银卡会员,A,0.0,26.24,743.22,0.0,743.22,325.62,417.6,0.0,391.36,0.5618793896827319,0.5265735583003687,0,2025-08
AI00000065,U00830,18-22,沈阳,辽宁,东北,P001,无线鼠标,数码配件,LogiMax,大连智采供应链,90.33,53.52,1,0.89,0.0,校园卡,手机APP,校园社群,日常,PC,S023,仓储店,2025-06-23,20,0,未退货,2,5.0,男,18,金卡会员,A,8.0,39.89,80.39,0.0,80.39,53.52,26.87,0.0,-21.02,0.33424555292946884,-0.2614753078741137,0,2025-06
AI00000066,U00658,23-30,大连,辽宁,东北,P016,篮球,服饰运动,CourtStar,青岛体育用品,131.38,88.16,2,0.91,0.0,银行卡,手机APP,老客复购,日常,Android,S014,仓储店,2026-05-18,20,0,未退货,2,4.0,女,28,金卡会员,A,6.0,23.85,239.11,0.0,239.11,176.32,62.79,0.0,32.94,0.2625988038977876,0.13776086320103717,0,2026-05
AI00000067,U00669,31-40,杭州,浙江,华东,P022,笔记本,图书文具,NotePlus,义乌文具厂,9.87,5.96,1,0.94,3.71,微信支付,直播间,校园社群,日常,iOS,S009,社区店,2025-09-30,18,0,未退货,3,4.0,男,32,学生会员,B,8.0,62.82,5.57,0.0,5.57,5.96,-0.39,0.0,-71.21,-0.07001795332136446,-12.78456014362657,0,2025-09
AI00000068,U00239,51-65,沈阳,辽宁,东北,P024,文件夹,图书文具,OfficeKit,大连办公用品,8.93,5.47,1,0.95,0.0,校园卡,手机APP,信息流广告,日常,iOS,S037,旗舰店,2025-05-26,18,1,尺码不合适,2,3.0,女,53,银卡会员,B,8.0,40.39,8.48,8.48,0.0,5.47,-5.47,8.0,-61.86,,,0,2025-05
AI00000069,U00007,31-40,北京,北京,华北,P015,瑜伽垫,服饰运动,FitLife,杭州健身用品,63.96,28.69,6,0.95,0.0,微信支付,手机APP,信息流广告,618大促,PC,S011,商场店,2025-06-12,22,0,未退货,7,4.0,男,40,学生会员,B,12.0,42.44,364.57,0.0,364.57,172.14,192.43,0.0,137.99,0.5278273033985244,0.3785006994541515,0,2025-06
AI00000070,U00440,23-30,大连,辽宁,东北,P017,牛奶,食品饮料,北纬牧场,辽宁乳业,93.14,58.69,1,0.92,0.0,银行卡,线下门店,线下到店,日常,门店收银,S040,校园店,2025-03-29,13,0,未退货,0,5.0,男,25,金卡会员,A,0.0,13.95,85.69,0.0,85.69,58.69,27.0,0.0,13.05,0.31508927529466685,0.15229314972575564,1,2025-03
