StockCode,Description,quantity,revenue,orders,customers,revenue_share,cumulative_share,abc_class
71459,HANGING JAM JAR T-LIGHT HOLDER,29255,22805.989999999998,815,421,0.0013125897505506215,0.3192894679232307,A
21930,JUMBO STORAGE BAG SKULLS,12305,22795.28,997,386,0.001311973340728974,0.3206014412639597,A
22158,3 HEARTS HANGING DECORATION RUSTIC,7982,22471.86,646,374,0.0012933590303165305,0.3218948002942762,A
22961,JAM MAKING SET PRINTED,15867,22328.949999999997,903,558,0.0012851339016879907,0.3231799341959642,A
22867,HAND WARMER BIRD DESIGN,11000,22168.33,907,521,0.0012758894810014328,0.3244558236769656,A
23243,SET OF TEA COFFEE SUGAR TINS PANTRY,4658,22109.08,385,275,0.0012724793706435783,0.3257283030476092,A
82600,NO SINGING METAL SIGN,11194,22097.04,970,375,0.0012717864131970202,0.3270000894608062,A
84978,HANGING HEART JAR T-LIGHT HOLDER,19012,22079.74,1087,525,0.0012707907185271318,0.32827088017933337,A
22383,LUNCH BAG SUKI  DESIGN,13896,22026.4,1073,463,0.001267720755885985,0.32953860093521936,A
21212,PACK OF 72 RETRO SPOT CAKE CASES,45129,21838.23,1160,632,0.0012568907058262808,0.33079549164104566,A
21231,SWEETHEART CERAMIC TRINKET BOX,18488,21793.25,1171,500,0.0012543018996845712,0.3320497935407302,A
21481,FAWN BLUE HOT WATER BOTTLE,7526,21779.5,834,439,0.0012535105238631282,0.33330330406459335,A
20914,SET/5 RED RETROSPOT LID GLASS BOWLS,7709,21682.030000000002,1003,442,0.0012479006764946883,0.334551204741088,A
21212,PACK OF 72 RETROSPOT CAKE CASES,44721,21551.8,1348,772,0.001240405340260032,0.33579161008134806,A
84946,ANTIQUE SILVER TEA GLASS ETCHED,18604,21540.440000000002,789,413,0.0012397515199450073,0.33703136160129304,A
22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,8849,21490.17,599,444,0.0012368582499418114,0.33826821985123484,A
22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,2999,21458.420000000002,544,269,0.0012350308912268432,0.3395032507424617,A
22835,HOT WATER BOTTLE I AM SO POORLY,4638,21398.280000000002,815,451,0.0012315695572703645,0.34073482029973207,A
22728,ALARM CLOCK BAKELIKE PINK,5833,21369.98,772,357,0.0012299407619433215,0.3419647610616754,A
22087,PAPER BUNTING WHITE LACE,7752,21336.350000000002,663,314,0.0012280052005705852,0.343192766262246,A
84406B,CREAM CUPID HEARTS COAT HANGER,6682,21256.0,724,318,0.001223380688043098,0.3444161469502891,A
20749,ASSORTED COLOUR MINI CASES,2972,21169.64,726,426,0.001218410272338384,0.3456345572226275,A
22607,WOODEN ROUNDERS GARDEN SET,2406,20978.47,643,419,0.0012074075584630924,0.3468419647810906,A
22113,GREY HEART HOT WATER BOTTLE,5623,20977.78,913,488,0.0012073678457855072,0.3480493326268761,A
22556,PLASTERS IN TIN CIRCUS PARADE,13112,20950.159999999996,1100,591,0.0012057781875899974,0.3492551108144661,A
22090,PAPER BUNTING RETROSPOT,7632,20933.24,658,374,0.001204804363670084,0.3504599151781362,A
23202,JUMBO BAG VINTAGE LEAF,10695,20921.55,772,377,0.0012041315503353441,0.3516640467284715,A
84029G,KNITTED UNION FLAG HOT WATER BOTTLE,5724,20838.9,758,386,0.001199374662215907,0.35286342139068744,A
22605,WOODEN CROQUET GARDEN SET,1710,20813.809999999998,548,377,0.0011979306171715426,0.354061352007859,A
22090,PAPER BUNTING RETRO SPOTS,7595,20723.25,607,367,0.0011927184721250061,0.355254070479984,A
23203,JUMBO BAG VINTAGE DOILY,10620,20641.4,621,363,0.0011880076276897255,0.3564420781076737,A
21314,SMALL GLASS HEART TRINKET POT,10447,20588.260000000002,711,369,0.0011849491759696178,0.3576270272836433,A
22722,SET OF 6 SPICE TINS PANTRY DESIGN,5366,20506.300000000003,654,394,0.0011802320005277656,0.35880725928417107,A
22554,PLASTERS IN TIN WOODLAND ANIMALS,12824,20471.679999999997,1097,587,0.0011782394600958848,0.35998549874426694,A
22698,PINK REGENCY TEACUP AND SAUCER,7408,20329.64,746,400,0.0011700644039738656,0.3611555631482408,A
48184,DOORMAT ENGLISH ROSE,3158,20298.8,464,268,0.0011682894199496255,0.36232385256819044,A
20711,JUMBO BAG TOYS,11326,20283.78,671,326,0.0011674249497795836,0.36349127751797,A
22969,HOMEMADE JAM SCENTED CANDLES,14012,20204.8,577,472,0.001162879287061215,0.3646541568050312,A
37449,CERAMIC CAKE STAND + HANGING CAKES,2277,20204.579999999998,410,205,0.001162866625048072,0.36581702343007927,A
21790,VINTAGE SNAP CARDS,25120,19957.34,1480,793,0.0011486368244594488,0.3669656602545387,A
22585,PACK OF 6 BIRDY GIFT TAGS,16784,19950.850000000002,950,612,0.0011482632950717277,0.3681139235496104,A
22139,RETRO SPOT TEA SET CERAMIC 11 PC,4304,19921.27,692,465,0.0011465608298500342,0.36926048437946046,A
84970S,HANGING HEART ZINC T-LIGHT HOLDER,25389,19821.96,1141,616,0.0011408450820080338,0.3704013294614685,A
22083,PAPER CHAIN KIT RETRO SPOT,7351,19804.550000000003,490,324,0.0011398430563315741,0.37154117251780006,A
22617,BAKING SET SPACEBOY DESIGN,4165,19719.210000000003,883,600,0.00113493134632416,0.3726761038641242,A
22294,HEART FILIGREE DOVE  SMALL,16260,19686.6,707,414,0.001133054490648723,0.3738091583547729,A
22941,CHRISTMAS LIGHTS 10 REINDEER,2487,19590.9,406,315,0.0011275465149314797,0.3749367048697044,A
22273,FELTCRAFT DOLL MOLLY,7203,19332.93,701,423,0.001112699153429105,0.37604940402313347,A
22570,FELTCRAFT CUSHION RABBIT,5420,19282.55,677,351,0.0011097995524193376,0.3771592035755528,A
21524,DOORMAT SPOTTY HOME SWEET HOME,2671,19215.5,636,355,0.0011059405161409554,0.37826514409169376,A
48188,DOORMAT WELCOME PUPPIES,3345,19178.670000000002,368,220,0.0011038207800315922,0.37936896487172533,A
22625,RED KITCHEN SCALES,2360,19149.63,781,440,0.0011021493942967046,0.38047111426602204,A
21791,VINTAGE HEADS AND TAILS CARD GAME,16199,19147.65,1050,641,0.0011020354361784169,0.38157314970220046,A
22568,FELTCRAFT CUSHION OWL,5312,19128.13,771,389,0.0011009119702849936,0.38267406167248547,A
22569,FELTCRAFT CUSHION BUTTERFLY,5357,18865.21,679,360,0.0010857797134868994,0.38375984138597236,A
22413,METAL SIGN TAKE IT OR LEAVE IT,6814,18863.02,766,446,0.0010856536689015206,0.38484549505487387,A
85150,LADIES & GENTLEMEN METAL SIGN,8078,18847.98,889,369,0.0010847880476393748,0.38593028310251326,A
22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,17242,18798.98,281,197,0.0010819678719847779,0.38701225097449804,A
22501,PICNIC BASKET WICKER LARGE,2055,18794.25,497,346,0.0010816956387022015,0.38809394661320024,A
85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,2525,18618.75,432,309,0.0010715948054903289,0.3891655414186906,A
21622,VINTAGE UNION JACK CUSHION COVER,3517,18495.47,550,329,0.001064499473761784,0.3902300408924524,A
22558,CLOTHES PEGS RETROSPOT PACK 24,13410,18411.739999999998,1017,541,0.0010596804266687348,0.3912897213191211,A
21213,PACK OF 72 SKULL CAKE CASES,38530,18319.18,1156,528,0.0010543531724118067,0.3923440744915329,A
22499,WOODEN UNION JACK BUNTING,3165,18251.280000000002,632,452,0.001050445214719008,0.39339451970625194,A
23206,LUNCH BAG APPLE DESIGN,11530,18220.5,866,401,0.0010486736839710796,0.39444319339022305,A
22384,LUNCH BAG PINK POLKADOT,11392,18207.2,1101,508,0.0010479082077219748,0.39549110159794504,A
21908,CHOCOLATE THIS WAY METAL SIGN,9396,18041.24,801,382,0.0010383564454436707,0.3965294580433887,A
84949,SILVER HANGING T-LIGHT HOLDER,11635,18001.35,612,330,0.0010360605922424078,0.3975655186356311,A
21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,1702,17888.71,383,249,0.0010295776415131467,0.39859509627714423,A
22561,WOODEN SCHOOL COLOURING SET,11158,17861.219999999998,838,556,0.0010279954654163126,0.39962309174256055,A
21174,POTTERING IN THE SHED METAL SIGN,9247,17814.51,855,402,0.0010253070898076143,0.4006483988323682,A
22555,PLASTERS IN TIN STRONGMAN,11048,17664.44,856,514,0.0010166698702058722,0.40166506870257407,A
22456,NATURAL SLATE CHALKBOARD LARGE,4016,17637.16,595,385,0.0010150997805761293,0.4026801684831502,A
23344,JUMBO BAG 50'S CHRISTMAS,8933,17636.04,586,391,0.00101503531941831,0.4036952038025685,A
22427,ENAMEL FLOWER JUG CREAM,3039,17471.23,702,460,0.001005549744935981,0.4047007535475045,A
21936,RED RETROSPOT PICNIC BAG,6292,17462.96,701,359,0.0010050737683510115,0.4057058273158555,A
79323W,WHITE CHERRY LIGHTS,2948,17384.8,313,174,0.0010005753004089033,0.40670640261626445,A
22061,LARGE CAKE STAND  HANGING STRAWBERY,2086,17354.85,443,219,0.0009988515399832875,0.40770525415624775,A
22147,FELTCRAFT BUTTERFLY HEARTS,12605,17238.05,1026,582,0.0009921291620964116,0.40869738331834415,A
84947,ANTIQUE SILVER TEA GLASS ENGRAVED,15028,17162.93,559,312,0.000987805660154099,0.40968518897849826,A
21479,WHITE SKULL HOT WATER BOTTLE,4538,16917.32,738,410,0.000973669673571945,0.4106588586520702,A
21136,PAINTED METAL PEARS ASSORTED,10255,16907.51,714,449,0.0009731050628949736,0.4116319637149652,A
22633,HAND WARMER UNION JACK,8364,16857.36,790,473,0.0009702186994444016,0.4126021824144096,A
22560,TRADITIONAL MODELLING CLAY,14393,16851.64,655,420,0.0009698894871026813,0.4135720719015123,A
84945,MULTI COLOUR SILVER T-LIGHT HOLDER,21125,16833.35,585,344,0.000968836813373649,0.41454090871488597,A
23203,JUMBO BAG DOILEY PATTERNS,8735,16737.1,454,299,0.0009632971826235479,0.4155042058975095,A
22169,FAMILY ALBUM WHITE PICTURE FRAME,2094,16676.94,570,276,0.0009598346975749653,0.4164640405950845,A
22505,MEMO BOARD COTTAGE DESIGN,3605,16599.89,655,397,0.0009554001152446246,0.41741944071032916,A
21218,RED SPOTTY BISCUIT TIN,4715,16431.45,588,313,0.0009457056175454348,0.4183651463278746,A
22847,BREAD BIN DINER STYLE IVORY,1049,16335.789999999999,435,259,0.0009401999440123992,0.419305346271887,A
84992,72 SWEETHEART FAIRY CAKE CASES,33936,16178.470000000001,1176,614,0.0009311454535229875,0.42023649172540994,A
21527,RED RETROSPOT TRADITIONAL TEAPOT,2266,15892.740000000002,508,280,0.0009147003761803758,0.4211511921015903,A
21164,HOME SWEET HOME METAL SIGN,5839,15888.490000000002,630,356,0.0009144557691082934,0.4220656478706986,A
22297,HEART IVORY TRELLIS SMALL,12939,15836.59,646,391,0.0009114686850986285,0.42297711655579723,A
22424,ENAMEL BREAD BIN CREAM,1300,15621.65,559,310,0.0008990978982578312,0.42387621445405504,A
48173C,DOORMAT BLACK FLOCK,2813,15618.36,290,166,0.000898908543606737,0.4247751229976618,A
22557,PLASTERS IN TIN VINTAGE PAISLEY,9827,15614.589999999998,991,580,0.0008986915627451485,0.4256738145604069,A
22900,SET 2 TEA TOWELS I LOVE LONDON,5458,15566.6,507,252,0.0008959295172417995,0.42656974407764875,A
22083,PAPER CHAIN KIT RETROSPOT,5514,15411.86,585,376,0.0008870235176337928,0.42745676759528256,A
21877,HOME SWEET HOME MUG,13856,15399.56,650,323,0.0008863155959898838,0.42834308319127246,A
22383,LUNCH BAG SUKI DESIGN,9570,15332.9,899,399,0.0008824790060075281,0.42922556219728,A
22690,DOORMAT HOME SWEET HOME BLUE,2493,15329.57,401,278,0.0008822873491722259,0.4301078495464522,A
71053,WHITE METAL LANTERN,4306,15309.64,583,290,0.0008811402858906726,0.43098898983234285,A
22662,LUNCH BAG DOLLY GIRL DESIGN,9715,15305.19,872,426,0.000880884167897551,0.4318698740002404,A
22632,HAND WARMER RED RETROSPOT,7578,15272.520000000002,675,421,0.0008790038589458026,0.4327488778591862,A
84970L,SINGLE HEART ZINC T-LIGHT HOLDER,16445,15241.509999999998,821,463,0.0008772190906386788,0.4336260969498249,A
21559,STRAWBERRY LUNCH BOX WITH CUTLERY,6418,15232.34,798,353,0.000876691314909033,0.43450278826473393,A
22296,HEART IVORY TRELLIS LARGE,9416,15218.079999999998,739,428,0.0008758705862389399,0.4353786588509729,A
84946,ANTIQUE SILVER T-LIGHT GLASS,12949,15176.42,534,348,0.0008734728613864807,0.4362521317123594,A
72760B,VINTAGE CREAM 3 BASKET CAKE STAND,1632,15172.599999999999,444,301,0.0008732530027946324,0.437125384715154,A
20685,DOOR MAT RED SPOT,2426,15093.48,369,245,0.0008686992824315365,0.43799408399758555,A
22041,"RECORD FRAME 7"" SINGLE SIZE",6845,15088.77,319,101,0.000868428200241064,0.4388625121978266,A
21843,RETRO SPOT CAKE STAND,1431,15083.449999999999,295,207,0.000868122009741422,0.439730634207568,A
84997D,PINK 3 PIECE MINI DOTS CUTLERY SET,4198,15067.14,416,238,0.0008671832941306776,0.4405978175016987,A
20719,WOODLAND CHARLOTTE BAG,19027,15030.64,1062,365,0.0008650825510410289,0.4414629000527397,A
22634,CHILDS BREAKFAST SET SPACEBOY,1627,15021.4,464,322,0.0008645507464890192,0.4423274507992287,A
